Sentence #,Word,POS,Tag
,strong,ADJ,O
,kevlar,PROPN,O
,fiber,NOUN,O
,lightning,NOUN,O
,cable,NOUN,O
,and,CCONJ,O
,retractable,ADJ,O
,lightning,NOUN,O
,cable,NOUN,O
,from,ADP,O
,$,SYM,O
,NUMBER,NUM,O
,ac,NOUN,O
,@USER,PROPN,O
,URL,X,O
Sentence: 2816,rt,X,O
,@USER,X,O
,:,PUNCT,O
,PUNCT,PUNCT,O
,you,PRON,O
,'re,AUX,O
,all,DET,O
,racist,NOUN,O
,!,PUNCT,O
,PUNCT,PUNCT,O
,PUNCT,PUNCT,O
,actually,ADV,O
,",",PUNCT,O
,i,PRON,O
,just,ADV,O
,prefer,VERB,O
,democracy,NOUN,O
,to,ADP,O
,a,DET,O
,remote,ADJ,O
,",",PUNCT,O
,self,NOUN,O
,-,PUNCT,O
,serve,VERB,O
,.,PUNCT,O
,PUNCT,PUNCT,O
,PUNCT,PUNCT,O
,shut,VERB,O
,up,ADP,O
,!,PUNCT,O
,shut,VERB,O
,up,ADP,O
,!,PUNCT,O
,racist,ADJ,O
,!,PUNCT,O
,PUNCT,PUNCT,O
,etc.,X,O
Sentence: 2817,rt,X,O
,@USER,X,O
,:,PUNCT,O
,bryson,PROPN,PER
,tiller,PROPN,PER
,have,VERB,O
,a,DET,O
,NUMBER,NUM,O
,hell,NOUN,O
,of,ADP,O
,a,DET,O
,year,NOUN,O
Sentence: 2818,rt,X,O
,@USER,X,O
,:,PUNCT,O
,a,DET,O
,fan,NOUN,O
,account,NOUN,O
,'s,PART,O
,love,NOUN,O
,of,ADP,O
,you,PRON,O
,be,AUX,O
,quantifiable,ADJ,O
,by,ADP,O
,the,DET,O
,amount,NOUN,O
,of,ADP,O
,reblogged,VERB,O
,ugly,ADJ,O
,picture,NOUN,O
,they,PRON,O
,think,VERB,O
,you,PRON,O
,look,VERB,O
,good,ADJ,O
,in,ADP,O
,.,PUNCT,O
,#thenkua,X,O
,…,PUNCT,O
Sentence: 2819,@USER,PROPN,O
,now,ADV,O
,there,PRON,O
,'s,VERB,O
,a,DET,O
,quote,NOUN,O
Sentence: 2820,just,ADV,O
,take,VERB,O
,a,DET,O
,normal,ADJ,O
,pic,NOUN,O
,of,ADP,O
,yourself,PRON,O
,and,CCONJ,O
,filter,VERB,O
,it,PRON,O
,black,ADJ,O
,and,CCONJ,O
,white,ADJ,O
,",",PUNCT,O
,that,PRON,O
,'s,AUX,O
,your,PRON,O
,gear,NOUN,O
,",",PUNCT,O
,hahaha,INTJ,O
,URL,X,O
Sentence: 2821,he,PRON,O
,fresh,ADJ,O
,w,ADP,O
,the,DET,O
,dad,NOUN,O
,jean,NOUN,O
,💀,SYM,O
,URL,X,O
Sentence: 2822,rt,X,O
,@USER,X,O
,:,PUNCT,O
,NUMBER,NUM,O
,brand,ADV,O
,new,ADJ,O
,#decay,NOUN,O
,design,NOUN,O
,be,AUX,O
,available,ADJ,O
,right,ADV,O
,now,ADV,O
,@,ADP,O
,URL,X,O
,buy,VERB,O
,now,ADV,O
,for,ADP,O
,NUMBER,NUM,O
,%,SYM,O
,off,ADP,O
,URL,X,O
Sentence: 2823,best,ADJ,O
,friend,NOUN,O
,forever,ADV,O
,he,PRON,O
,say,VERB,O
Sentence: 2824,doncaster,PROPN,ORG
,phoenix,PROPN,ORG
,too,ADV,O
,good,ADJ,O
,for,ADP,O
,west,PROPN,LOC
,hartlepool,PROPN,LOC
,-,PUNCT,O
,hartlepool,PROPN,ORG
,mail,NOUN,ORG
,#doncaster,X,O
,URL,X,O
Sentence: 2825,rt,X,O
,@USER,X,O
,:,PUNCT,O
,here,ADV,O
,'s,AUX,O
,some,DET,O
,motivation,NOUN,O
,!,PUNCT,O
,go,VERB,O
,hard,ADJ,O
,guy,NOUN,O
,#5sosfam,X,O
,#bestfanarmy,X,O
,#iheartawards,X,O
,URL,X,O
Sentence: 2826,@USER,PROPN,O
,@USER,PROPN,O
,no,DET,O
,thanks,NOUN,O
,no,ADV,O
,more,ADV,O
,fox,VERB,ORG
,!,PUNCT,O
,enjoy,VERB,O
,your,PRON,O
,devoted,ADJ,O
,time,NOUN,O
,to,ADP,O
,the,DET,O
,man,NOUN,O
,who,PRON,O
,will,AUX,O
,not,PART,O
,get,VERB,O
,the,DET,O
,female,NOUN,O
,vote,NOUN,O
,for,ADP,O
,president,NOUN,O
Sentence: 2827,@USER,PROPN,O
,if,SCONJ,O
,you,PRON,O
,be,AUX,O
,you,PRON,O
,interested,ADJ,O
,in,ADP,O
,TRUE,ADJ,O
,esoteric,ADJ,O
,teaching,NOUN,O
,",",PUNCT,O
,check,VERB,O
,URL,X,O
Sentence: 2828,rt,X,O
,@USER,X,O
,:,PUNCT,O
,things,NOUN,O
,that,PRON,O
,happen,VERB,O
,last,ADJ,O
,saturday,PROPN,O
,&,CCONJ,O
,sunday,PROPN,O
,.,PUNCT,O
,kath,PROPN,PER
,&,CCONJ,O
,dj,PROPN,PER
,be,AUX,O
,nt,PART,O
,lucky,ADJ,O
,",",PUNCT,O
,they,PRON,O
,'re,AUX,O
,blessed,ADJ,O
,.,PUNCT,O
,#votekathrynfpp,X,O
,#kca,X,O
,URL,X,O
,…,PUNCT,O
Sentence: 2829,i,PRON,O
,run,VERB,O
,yo,PRON,O
,brain,NOUN,O
,around,ADP,O
,the,DET,O
,block,NOUN,O
,to,PART,O
,jog,VERB,O
,your,PRON,O
,fuckin,ADJ,O
,memory,NOUN,O
Sentence: 2830,curry,PROPN,PER
,finish,VERB,O
,",",PUNCT,O
,pass,VERB,O
,",",PUNCT,O
,&,CCONJ,O
,average,VERB,O
,2+,NUM,O
,steal,NOUN,O
,a,DET,O
,game,NOUN,O
,.,PUNCT,O
,URL,X,O
Sentence: 2831,rt,X,O
,@USER,X,O
,:,PUNCT,O
,three,NUM,O
,years,NOUN,O
,after,ADP,O
,@USER,PROPN,O
,die,VERB,O
,",",PUNCT,O
,i,PRON,O
,write,VERB,O
,a,DET,O
,thing,NOUN,O
,.,PUNCT,O
,about,ADP,O
,death,NOUN,O
,and,CCONJ,O
,drug,NOUN,O
,and,CCONJ,O
,stigma,NOUN,O
,.,PUNCT,O
,you,PRON,O
,can,AUX,O
,read,VERB,O
,it,PRON,O
,here,ADV,O
,.,PUNCT,O
,URL,X,O
,…,PUNCT,O
Sentence: 2832,girl,NOUN,O
,all,DET,O
,become,VERB,O
,annoying,ADJ,O
,when,ADV,O
,they,PRON,O
,just,ADV,O
,want,VERB,O
,to,PART,O
,PUNCT,PUNCT,O
,slay,VERB,O
,",",PUNCT,O
,yas,INTJ,O
,bitch,NOUN,O
,",",PUNCT,O
,mom,NOUN,O
,😍,SYM,O
,",",PUNCT,O
,fabulous,ADJ,O
,",",PUNCT,O
,fierce,ADJ,O
,",",PUNCT,O
,omg,INTJ,O
,slay,VERB,O
,my,PRON,O
,fucking,ADJ,O
,life,NOUN,O
,PUNCT,PUNCT,O
,stfu,INTJ,O
,lol,INTJ,O
Sentence: 2833,@USER,PROPN,O
,have,AUX,O
,share,VERB,O
,the,DET,O
,details,NOUN,O
,.,PUNCT,O
,expect,VERB,O
,a,DET,O
,call,NOUN,O
,back,ADP,O
,from,ADP,O
,you,PRON,O
,.,PUNCT,O
Sentence: 2834,rt,X,O
,@USER,X,O
,:,PUNCT,O
,man,NOUN,O
,i,PRON,O
,do,AUX,O
,n't,PART,O
,feel,VERB,O
,like,SCONJ,O
,be,AUX,O
,at,ADP,O
,school,NOUN,O
Sentence: 2835,rt,X,O
,@USER,X,O
,:,PUNCT,O
,Feb-50,NUM,O
,slightly,ADV,O
,behind,ADP,O
,ashamed,ADJ,O
,to,PART,O
,say,VERB,O
,it,PRON,O
,'s,AUX,O
,take,VERB,O
,me,PRON,O
,this,DET,O
,long,ADJ,O
,to,PART,O
,find,VERB,O
,the,DET,O
,time,NOUN,O
,to,PART,O
,sit,VERB,O
,and,CCONJ,O
,…,PUNCT,O
,URL,X,O
Sentence: 2836,@USER,PROPN,O
,my,PRON,O
,bad,ADJ,O
,lol,INTJ,O
Sentence: 2837,mcgi,PROPN,O
,:,PUNCT,O
,rt,VERB,O
,aiefrel,NOUN,O
,:,PUNCT,O
,a,DET,O
,million,NUM,O
,thanks,NOUN,O
,to,ADP,O
,god,PROPN,PER
,for,ADP,O
,all,DET,O
,the,DET,O
,things,NOUN,O
,that,SCONJ,O
,he,PRON,O
,have,AUX,O
,do,VERB,O
,to,ADP,O
,us,PRON,O
,!,PUNCT,O
,to,ADP,O
,god,PROPN,PER
,be,AUX,O
,the,DET,O
,glory,NOUN,O
,EMOTICON,SYM,O
,#mcgiendlessthanksgiving,X,O
Sentence: 2838,rt,X,O
,@USER,X,O
,:,PUNCT,O
,baby,NOUN,O
,chimpanzee,NOUN,O
,🐵,SYM,O
,URL,X,O
Sentence: 2839,i,PRON,O
,'m,AUX,O
,ready,ADJ,O
,to,PART,O
,take,VERB,O
,the,DET,O
,next,ADJ,O
,step,NOUN,O
,god,PROPN,PER
,.,PUNCT,O
Sentence: 2840,i,PRON,O
,'ve,AUX,O
,finish,VERB,O
,the,DET,O
,bartolomeo,PROPN,MISC
,'s,PART,MISC
,order,NOUN,MISC
,quest,NOUN,O
,!,PUNCT,O
,be,AUX,O
,you,PRON,O
,able,ADJ,O
,to,PART,O
,fulfil,VERB,O
,the,DET,O
,same,ADJ,O
,task,NOUN,O
,?,PUNCT,O
,URL,X,O
,#android,X,O
,",",PUNCT,O
,#androidgames,X,O
,",",PUNCT,O
,#gam,X,O
,.,PUNCT,O
Sentence: 2841,reunited,PROPN,O
,gon,VERB,O
,na,PART,O
,win,VERB,O
,this,DET,O
,#theplayslaunch,X,O
Sentence: 2842,rt,X,O
,@USER,X,O
,:,PUNCT,O
,do,AUX,O
,you,PRON,O
,ever,ADV,O
,realize,VERB,O
,sound,VERB,MISC
,live,ADV,MISC
,feel,VERB,MISC
,live,ADV,MISC
,start,VERB,O
,this,DET,O
,month,NOUN,O
,and,CCONJ,O
,just,ADV,O
,URL,X,O
Sentence: 2843,rt,X,O
,@USER,X,O
,:,PUNCT,O
,the,DET,O
,safety,NOUN,O
,of,ADP,O
,our,PRON,O
,kid,NOUN,O
,be,AUX,O
,more,ADV,O
,important,ADJ,O
,than,ADP,O
,the,DET,O
,interest,NOUN,O
,of,ADP,O
,the,DET,O
,nra,PROPN,ORG
,.,PUNCT,O
,our,PRON,O
,leaders,NOUN,O
,should,AUX,O
,act,VERB,O
,like,ADP,O
,it,PRON,O
,.,PUNCT,O
,URL,X,O
,…,PUNCT,O
Sentence: 2844,rt,X,O
,@USER,X,O
,:,PUNCT,O
,NUMBER,NUM,O
,nature,PROPN,ORG
,republic,PROPN,ORG
,fansign,NOUN,O
,in,ADP,O
,bangkok,PROPN,LOC
,picture,NOUN,O
,of,ADP,O
,u,PRON,O
,#sehun,PROPN,O
,URL,X,O
Sentence: 2845,rt,X,O
,@USER,X,O
,:,PUNCT,O
,you,PRON,O
,bitch,NOUN,O
,do,VERB,O
,the,DET,O
,most,ADJ,O
,for,ADP,O
,less,ADJ,O
,😂😂😂😂😴,SYM,O
Sentence: 2846,rt,X,O
,@USER,X,O
,:,PUNCT,O
,NUMBER,NUM,O
,things,NOUN,O
,that,PRON,O
,you,PRON,O
,do,AUX,O
,n't,PART,O
,know,VERB,O
,about,ADP,O
,the,DET,MISC
,fresh,ADJ,MISC
,prince,NOUN,MISC
,of,ADP,MISC
,bel,PROPN,MISC
,air,PROPN,MISC
,.,PUNCT,O
,>>>,SYM,O
,URL,X,O
,URL,X,O
Sentence: 2847,@USER,PROPN,O
,ur,PRON,O
,album,NOUN,O
,bout,ADJ,O
,to,PART,O
,be,AUX,O
,lit,ADJ,O
Sentence: 2848,rt,X,O
,@USER,X,O
,:,PUNCT,O
,this,PRON,O
,be,AUX,O
,cari,PROPN,PER
,pm,VERB,O
,me,PRON,O
,at,ADP,O
,URL,X,O
,i,PRON,O
,will,AUX,O
,give,VERB,O
,u,PRON,O
,her,PRON,O
,phone,NOUN,O
,number,NOUN,O
,to,PART,O
,meet,VERB,O
,in,ADP,O
,usa,PROPN,LOC
,.,PUNCT,O
,u,PRON,O
,must,AUX,O
,be,AUX,O
,18+,NUM,O
,.,PUNCT,O
,URL,X,O
,…,PUNCT,O
Sentence: 2849,rt,X,O
,@USER,X,O
,:,PUNCT,O
,mysterious,ADJ,O
,!,PUNCT,O
Sentence: 2850,rt,X,O
,@USER,X,O
,:,PUNCT,O
,NUMBER,NUM,O
,%,SYM,O
,discount,NOUN,O
,on,ADP,O
,@USER,PROPN,O
,secret,ADJ,O
,weapon,NOUN,O
,#trading,NOUN,O
,course,NOUN,O
,&,CCONJ,O
,NUMBER,NUM,O
,setup,NOUN,O
,use,VERB,O
,#ichimoku,PROPN,O
,>>,PUNCT,O
,URL,X,O
,ht,X,O
,…,PUNCT,O
Sentence: 2851,rt,X,O
,@USER,X,O
,:,PUNCT,O
,follow,VERB,O
,everyone,PRON,O
,who,PRON,O
,retweets,VERB,O
,this,PRON,O
,URL,X,O
Sentence: 2852,huawei,PROPN,MISC
,p9,PROPN,MISC
,release,NOUN,O
,date,NOUN,O
,",",PUNCT,O
,price,NOUN,O
,and,CCONJ,O
,specs,NOUN,O
,-,PUNCT,O
,cnet,PROPN,ORG
,:,PUNCT,O
,huawei,PROPN,ORG
,'s,PART,O
,new,ADJ,O
,p9,PROPN,MISC
,--,PUNCT,O
,and,CCONJ,O
,its,PRON,O
,big,ADJ,O
,brother,NOUN,O
,",",PUNCT,O
,the,DET,O
,p9,PROPN,MISC
,plus,NOUN,MISC
,--,PUNCT,O
,have,VERB,O
,tw,PROPN,O
,.,PUNCT,O
,URL,X,O
Sentence: 2853,amazon,PROPN,ORG
,'s,PART,O
,already,ADV,O
,large,ADJ,O
,distribution,NOUN,O
,empire,NOUN,O
,keep,VERB,O
,expand,VERB,O
,URL,X,O
,#storystream,X,O
,#sports,X,O
Sentence: 2854,@USER,PROPN,O
,thanks,NOUN,O
,i,PRON,O
,appreciate,VERB,O
,it,PRON,O
Sentence: 2855,.,PUNCT,O
,@USER,PROPN,O
,@USER,PROPN,O
,sera,PROPN,ORG
,community,PROPN,ORG
,#rhino,PROPN,O
,sanctuary,PROPN,O
,celebrate,VERB,O
,first,ADJ,O
,eastern,PROPN,O
,black,PROPN,O
,rhino,PROPN,O
,birth,NOUN,O
,URL,X,O
,@USER,PROPN,O
Sentence: 2856,rt,X,O
,@USER,X,O
,:,PUNCT,O
,hillary,PROPN,PER
,clinton,PROPN,PER
,dress,VERB,O
,like,SCONJ,O
,she,PRON,O
,'s,AUX,O
,in,ADP,O
,charge,NOUN,O
,of,ADP,O
,some,DET,O
,sort,NOUN,O
,of,ADP,O
,space,NOUN,O
,federation,NOUN,O
,.,PUNCT,O
,URL,X,O
Sentence: 2857,@USER,PROPN,O
,you,PRON,O
,probly,ADV,O
,just,ADV,O
,delete,VERB,O
,them,PRON,O
,all,DET,O
,lmfao,INTJ,O
Sentence: 2858,rt,X,O
,@USER,X,O
,:,PUNCT,O
,you,PRON,O
,know,VERB,O
,you,PRON,O
,make,VERB,O
,the,DET,O
,wrong,ADJ,O
,decision,NOUN,O
,when,ADV,O
,marine,PROPN,PER
,le,PROPN,PER
,pen,PROPN,PER
,agree,VERB,O
,URL,X,O
Sentence: 2859,@USER,PROPN,O
,i,PRON,O
,love,VERB,O
,it,PRON,O
,EMOTICON,SYM,O
Sentence: 2860,stanley,PROPN,MISC
,cup,PROPN,MISC
,final,ADJ,O
,takeaway,NOUN,O
,:,PUNCT,O
,penguin,NOUN,ORG
,top,VERB,O
,shark,NOUN,ORG
,in,ADP,O
,thrilling,ADJ,O
,game,NOUN,O
,NUMBER,NUM,O
,URL,X,O
,penguinswinscf1.jpg,NOUN,O
,…,PUNCT,O
,URL,X,O
Sentence: 2861,NUMBER,NUM,O
,people,NOUN,O
,follow,VERB,O
,me,PRON,O
,//,SYM,O
,automatically,ADV,O
,check,VERB,O
,by,ADP,O
,URL,X,O
Sentence: 2862,rt,X,O
,@USER,X,O
,:,PUNCT,O
,this,PRON,O
,be,AUX,O
,gon,VERB,O
,na,PART,O
,be,AUX,O
,my,PRON,O
,child,NOUN,O
,URL,X,O
Sentence: 2863,rt,X,O
,@USER,X,O
,:,PUNCT,O
,bulgaria,PROPN,LOC
,'s,PART,O
,president,NOUN,O
,talks,NOUN,O
,to,ADP,O
,euronews,PROPN,ORG
,about,ADP,O
,free,ADJ,O
,movement,NOUN,O
,",",PUNCT,O
,migrant,NOUN,O
,&,CCONJ,O
,border,NOUN,O
,fence,NOUN,O
,URL,X,O
,URL,X,O
,…,PUNCT,O
Sentence: 2864,PUNCT,PUNCT,O
,if,SCONJ,O
,i,PRON,O
,play,VERB,O
,dead,ADJ,O
,",",PUNCT,O
,he,PRON,O
,'ll,AUX,O
,go,VERB,O
,away,ADV,O
,PUNCT,PUNCT,O
Sentence: 2865,@USER,PROPN,O
,such,DET,O
,a,DET,O
,nice,ADJ,O
,guy,NOUN,O
,right,INTJ,O
,?,PUNCT,O
Sentence: 2866,rt,X,O
,@USER,X,O
,:,PUNCT,O
,we,PRON,O
,’re,AUX,O
,not,PART,O
,date,VERB,O
,",",PUNCT,O
,but,CCONJ,O
,you,PRON,O
,’re,AUX,O
,still,ADV,O
,mine,PRON,O
,.,PUNCT,O
Sentence: 2867,rt,X,O
,@USER,X,O
,:,PUNCT,O
,kelsea,PROPN,PER
,perform,VERB,O
,in,ADP,O
,chicago,PROPN,LOC
,!,PUNCT,O
,[,PUNCT,O
,NUMBER,NUM,O
,],PUNCT,O
,(,PUNCT,O
,@USER,PROPN,O
,),PUNCT,O
,URL,X,O
Sentence: 2868,rt,X,O
,@USER,X,O
,:,PUNCT,O
,kangaroos,PROPN,ORG
,hold,VERB,O
,off,ADP,O
,bulldogs,PROPN,ORG
,to,PART,O
,maintain,VERB,O
,unbeaten,ADJ,O
,start,NOUN,O
,to,ADP,O
,afl,PROPN,ORG
,.,PUNCT,O
,#etihadstadium,X,O
,URL,X,O
Sentence: 2869,rt,X,O
,@USER,X,O
,:,PUNCT,O
,when,ADV,O
,you,PRON,O
,find,VERB,O
,a,DET,O
,boy,NOUN,O
,that,PRON,O
,'s,AUX,O
,cute,ADJ,O
,",",PUNCT,O
,texts,VERB,O
,back,ADV,O
,fast,ADJ,O
,",",PUNCT,O
,buy,VERB,O
,you,PRON,O
,food,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,stay,VERB,O
,loyal,ADJ,O
,af,NOUN,O
,URL,X,O
Sentence: 2870,black,PROPN,O
,wig,PROPN,O
,brasil,PROPN,O
,:,PUNCT,O
,URL,X,O
Sentence: 2871,more,ADJ,O
,photo,NOUN,O
,as,SCONJ,O
,mercy,PROPN,PER
,aigbe,PROPN,PER
,celebrate,VERB,O
,her,PRON,O
,son,NOUN,O
,’s,PART,O
,6th,ADJ,O
,birthday,NOUN,O
,.,PUNCT,O
,URL,X,O
,via,ADP,O
,@USER,PROPN,O
Sentence: 2872,rt,X,O
,@USER,X,O
,:,PUNCT,O
,ppl,NOUN,O
,will,AUX,O
,try,VERB,O
,to,PART,O
,expose,VERB,O
,what,PRON,O
,'s,AUX,O
,wrong,ADJ,O
,with,ADP,O
,u,PRON,O
,because,SCONJ,O
,they,PRON,O
,ca,AUX,O
,n't,PART,O
,handle,VERB,O
,what,PRON,O
,'s,AUX,O
,right,ADJ,O
,about,ADP,O
,u,PRON,O
,.,PUNCT,O
Sentence: 2873,rt,X,O
,@USER,X,O
,:,PUNCT,O
,PUNCT,PUNCT,O
,so,ADV,O
,what,PRON,O
,do,AUX,O
,your,PRON,O
,son,NOUN,O
,do,VERB,O
,for,ADP,O
,a,DET,O
,living,NOUN,O
,?,PUNCT,O
,PUNCT,PUNCT,O
,URL,X,O
Sentence: 2874,rt,X,O
,@USER,X,O
,:,PUNCT,O
,scientist,NOUN,O
,now,ADV,O
,accept,VERB,O
,that,SCONJ,O
,we,PRON,O
,can,AUX,O
,bring,VERB,O
,dinosaur,NOUN,O
,back,ADV,O
,into,ADP,O
,the,DET,O
,world,NOUN,O
,use,VERB,O
,bird,NOUN,O
,dna,NOUN,O
,.,PUNCT,O
Sentence: 2875,rt,X,O
,@USER,X,O
,:,PUNCT,O
,PUNCT,PUNCT,O
,excuse,VERB,O
,me,PRON,O
,",",PUNCT,O
,$,SYM,O
,hillary,PROPN,PER
,",",PUNCT,O
,your,PRON,O
,baggage,NOUN,O
,be,AUX,O
,over,ADP,O
,the,DET,O
,limit,NOUN,O
,.,PUNCT,O
,PUNCT,PUNCT,O
,#notmeus,X,O
,#fbimwithher,X,O
,@USER,PROPN,O
,@USER,PROPN,O
Sentence: 2876,want,VERB,O
,to,PART,O
,work,VERB,O
,at,ADP,O
,kold,PROPN,ORG
,trans,PROPN,ORG
,?,PUNCT,O
,we,PRON,O
,'re,AUX,O
,#hiring,VERB,O
,in,ADP,O
,#cheyenne,PROPN,O
,",",PUNCT,O
,wy,PROPN,LOC
,!,PUNCT,O
,click,VERB,O
,for,ADP,O
,details,NOUN,O
,:,PUNCT,O
,URL,X,O
,#trucker,X,O
,URL,X,O
Sentence: 2877,rt,X,O
,@USER,X,O
,:,PUNCT,O
,park,PROPN,PER
,bom,PROPN,PER
,high,ADJ,O
,note,NOUN,O
,URL,X,O
Sentence: 2878,rt,X,O
,@USER,X,O
,:,PUNCT,O
,drmsg,PROPN,O
,@USER,PROPN,O
,ji,PROPN,O
,almighty,ADJ,O
,!,PUNCT,O
,msg,PROPN,O
,#oneyearofmsg,X,O
Sentence: 2879,goodnight,NOUN,O
,twitter,PROPN,ORG
,😎,SYM,O
Sentence: 2880,rt,X,O
,@USER,X,O
,:,PUNCT,O
,ms,NOUN,O
,:,PUNCT,O
,how,ADV,O
,new,ADJ,O
,treatment,NOUN,O
,combat,VERB,O
,the,DET,O
,disease,NOUN,O
,URL,X,O
Sentence: 2881,rt,X,O
,@USER,X,O
,:,PUNCT,O
,rt,VERB,O
,@USER,PROPN,O
,a,DET,O
,scifi,NOUN,O
,author,NOUN,O
,explain,VERB,O
,why,ADV,O
,science,NOUN,O
,fiction,NOUN,O
,matter,VERB,O
,.,PUNCT,O
,▶,SYM,O
,URL,X,O
,URL,X,O
,#amr,X,O
,…,PUNCT,O
Sentence: 2882,rt,X,O
,@USER,X,O
,:,PUNCT,O
,buy,VERB,O
,brand,PROPN,O
,viagra,PROPN,MISC
,NUMBER,NUM,O
,mg,NOUN,O
,.,PUNCT,O
,order,VERB,O
,viagra,NOUN,MISC
,at,ADP,O
,URL,X,O
,online,ADJ,O
,pharmacy,NOUN,O
,!,PUNCT,O
Sentence: 2883,for,ADP,O
,a,DET,O
,second,NOUN,O
,i,PRON,O
,be,VERB,O
,like,SCONJ,O
,PUNCT,PUNCT,O
,who,PRON,O
,'s,AUX,O
,emy,PROPN,PER
,PUNCT,PUNCT,O
,but,CCONJ,O
,then,ADV,O
,it,PRON,O
,hit,VERB,O
,me,PRON,O
Sentence: 2884,to,PART,O
,celebrate,VERB,O
,this,DET,O
,remarkable,ADJ,O
,day,NOUN,O
,i,PRON,O
,will,AUX,O
,read,VERB,O
,a,DET,O
,bunch,NOUN,O
,of,ADP,O
,yaois,NOUN,O
,thx,NOUN,O
Sentence: 2885,rt,X,O
,@USER,X,O
,:,PUNCT,O
,should,AUX,O
,i,PRON,O
,release,VERB,O
,this,PRON,O
,?,PUNCT,O
,rt,VERB,O
,URL,X,O
Sentence: 2886,@USER,PROPN,O
,do,AUX,O
,n't,PART,O
,say,VERB,O
,that,PRON,O
,about,ADP,O
,him,PRON,O
,😩,SYM,O
,he,PRON,O
,'s,AUX,O
,just,ADV,O
,young,ADJ,O
,.,PUNCT,O
Sentence: 2887,rt,X,O
,@USER,X,O
,:,PUNCT,O
,soccer,NOUN,O
,be,AUX,O
,the,DET,O
,best,ADJ,O
,stress,NOUN,O
,reliever,NOUN,O
,.,PUNCT,O
Sentence: 2888,rt,X,O
,@USER,X,O
,:,PUNCT,O
,if,SCONJ,O
,you,PRON,O
,'re,AUX,O
,gon,VERB,O
,na,PART,O
,see,VERB,O
,deadpool,PROPN,MISC
,a,DET,O
,3rd,ADJ,O
,time,NOUN,O
,",",PUNCT,O
,let,VERB,O
,me,PRON,O
,know,VERB,O
,when,ADV,O
,and,CCONJ,O
,where,ADV,O
,.,PUNCT,O
,not,PART,O
,ask,VERB,O
,for,ADP,O
,me,PRON,O
,.,PUNCT,O
,for,ADP,O
,my,PRON,O
,twin,NOUN,O
,brother,NOUN,O
,",",PUNCT,O
,donald,PROPN,PER
,.,PUNCT,O
,h,X,O
,…,PUNCT,O
Sentence: 2889,@USER,PROPN,O
,we,PRON,O
,ca,AUX,O
,n't,PART,O
,guarantee,VERB,O
,you,PRON,O
,'ll,AUX,O
,get,VERB,O
,a,DET,O
,new,ADJ,O
,one,NOUN,O
,every,DET,O
,time,NOUN,O
,you,PRON,O
,reboot,VERB,O
,the,DET,O
,router,NOUN,O
,and,CCONJ,O
,ont,PROPN,O
,.,PUNCT,O
,it,PRON,O
,may,AUX,O
,take,VERB,O
,some,DET,O
,time,NOUN,O
,.,PUNCT,O
,^d,SYM,O
Sentence: 2890,rt,X,O
,@USER,X,O
,:,PUNCT,O
,ca,AUX,O
,n't,PART,O
,get,VERB,O
,enough,ADV,O
,of,ADP,O
,you,PRON,O
,baby,NOUN,O
Sentence: 2891,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,want,VERB,O
,to,PART,O
,win,VERB,O
,@USER,PROPN,O
,'s,PART,O
,book,NOUN,O
,giveaway,NOUN,O
,!,PUNCT,O
,#esthetichadidgiveaways,X,O
,p.s.,NOUN,O
,save,VERB,O
,account,NOUN,O
,be,AUX,O
,allow,VERB,O
,!,PUNCT,O
,💗🌸🌺,SYM,O
,URL,X,O
,…,PUNCT,O
Sentence: 2892,man,NOUN,O
,what,DET,O
,a,DET,O
,birthday,NOUN,O
Sentence: 2893,#movies,X,O
,the,DET,O
,best,ADJ,O
,summer,NOUN,O
,vacation,NOUN,O
,in,ADP,O
,movie,NOUN,O
,:,PUNCT,O
,the,DET,O
,best,ADJ,O
,summer,NOUN,O
,vacation,NOUN,O
,in,ADP,O
,movie,NOUN,O
,URL,X,O
,#celebs,X,O
,#celebrity,X,O
Sentence: 2894,#roma,PROPN,O
,:,PUNCT,O
,salmo,PROPN,PER
,-,PUNCT,O
,the,DET,MISC
,italian,ADJ,MISC
,way,NOUN,MISC
,URL,X,O
Sentence: 2895,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,'m,AUX,O
,dead,ADJ,O
,lmao,INTJ,O
,😭😂😭😂😂😂😂,SYM,O
,PUNCT,PUNCT,O
,@USER,PROPN,O
,:,PUNCT,O
,the,DET,O
,woman,NOUN,O
,you,PRON,O
,think,VERB,O
,you,PRON,O
,marry,VERB,O
,vs,ADP,O
,who,PRON,O
,you,PRON,O
,really,ADV,O
,marry,VERB,O
,URL,X,O
,PUNCT,PUNCT,O
Sentence: 2896,ho,INTJ,O
,my,PRON,O
,gawd,PROPN,O
,URL,X,O
Sentence: 2897,rt,X,O
,@USER,X,O
,:,PUNCT,O
,the,DET,O
,statistics,NOUN,O
,be,AUX,O
,staggering,ADJ,O
,.,PUNCT,O
,URL,X,O
,#untj4270,X,O
Sentence: 2898,i,PRON,O
,have,AUX,O
,crack,VERB,O
,and,CCONJ,O
,open,VERB,O
,up,ADP,O
,the,DET,O
,bag,NOUN,O
,of,ADP,O
,cool,ADJ,O
,ranch,NOUN,O
,doritos,NOUN,ORG
Sentence: 2899,rt,X,O
,@USER,X,O
,:,PUNCT,O
,you,PRON,O
,be,AUX,O
